gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
LOC105370507	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370505	0	0	0	0	0	0	0	0	0	0	0	0
CDKN3	570	556	500	394	545	311	684	509	661	469	437	564
CNIH1	2403	2553	2377	2132	2406	1517	2942	2430	1833	2227	2069	2295
GMFB	2062	2026	2006	1807	2010	1384	2520	1929	1478	1707	1607	1854
CGRRF1	164	154	143	111	182	124	166	134	124	144	172	162
SAMD4A	1163	1318	1130	1073	1064	717	1367	1209	881	1299	1285	1084
LOC112268133	101	72	86	122	104	55	110	89	200	176	143	170
SAMD4A-AS1	4	4	3	7	2	2	7	2	3	21	5	1
GCH1	1303	1258	1408	1017	1236	796	1483	1272	1056	1053	1141	1264
MIR4308	0	0	0	0	0	0	0	0	0	0	0	0
WDHD1	573	565	608	453	487	350	694	598	372	460	418	573
SOCS4	767	796	841	696	695	500	862	636	508	683	637	684
MAPK1IP1L	2350	2438	2494	2240	2356	1469	2770	2451	2355	2233	2214	2510
LOC124903318	412	494	473	407	392	295	567	518	571	548	536	580
LOC124903319	4	12	17	20	13	7	12	15	4	16	12	13
LGALS3	38108	37380	36066	32359	36125	21318	42749	34881	42346	34737	36038	37860
DLGAP5	916	767	779	602	872	470	1056	855	666	701	646	946
LOC105370508	7	5	6	4	2	0	8	8	6	0	3	0
LOC107984708	0	0	1	0	0	0	0	3	0	0	0	0
FBXO34-AS1	4	4	6	10	1	11	4	8	3	0	3	2
FBXO34	1285	1377	1222	1289	1352	831	1707	1481	981	1301	1333	1356
ATG14	949	1050	1066	791	1044	661	1265	1106	1049	965	990	1171
TBPL2	20	21	32	19	27	16	30	40	47	26	20	34
KTN1-AS1	34	36	60	41	45	50	37	52	27	51	32	43
KTN1	4779	4508	4735	3846	4605	3173	5576	4456	3022	4392	4057	4852
LOC124903320	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP3	0	0	1	0	0	0	0	0	0	0	0	0
LINC00520	2	1	1	5	1	2	7	11	2	4	2	0
LOC105370511	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723670	1	7	4	0	0	6	0	7	0	2	3	1
LOC105370512	0	2	0	2	2	0	3	0	0	8	2	2
LOC105370513	0	0	0	0	0	0	0	0	0	0	1	0
PELI2	202	198	204	149	125	110	225	225	157	210	155	191
LINC02284	0	0	0	0	0	0	0	0	3	0	0	0
LOC101927690	0	0	0	0	0	0	0	0	0	0	0	0
TMEM260	542	641	710	616	567	477	769	592	549	651	544	556
LOC124903322	0	0	0	0	0	0	0	0	0	0	0	0
OTX2	0	0	0	0	0	0	0	0	0	0	0	0
OTX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903323	0	0	0	0	0	0	0	0	0	0	0	1
LOC124903324	0	0	0	0	0	0	0	0	0	0	1	0
EXOC5	2026	1978	2009	1765	1879	1425	2318	1960	1058	1836	1652	1760
AP5M1	966	1029	1049	897	1017	717	1252	1148	776	995	857	998
NAA30	1148	1106	1185	976	1139	702	1437	1317	700	1045	1113	1090
CCDC198	8	16	14	10	19	7	29	12	31	26	23	14
LOC105370519	1	1	0	2	5	3	4	2	0	2	0	5
SLC35F4	2	0	0	1	0	0	2	0	9	0	0	1
LOC105370518	0	0	0	0	0	0	0	0	0	0	0	0
ARMH4	5	1	2	0	5	0	2	9	0	0	0	6
ACTR10	934	986	952	994	1006	630	1150	952	1073	876	899	929
TRK-CTT1-1	0	0	0	0	0	0	0	0	0	0	0	0
PSMA3	2246	2260	2268	1942	2111	1388	2740	2261	2507	2091	1791	2272
PSMA3-AS1	639	703	710	514	646	464	796	653	964	561	567	557
LINC00216	19	10	15	9	5	2	14	7	15	12	6	0
ARID4A	1127	1334	1211	1018	1117	777	1296	1092	683	960	954	1061
TOMM20L-DT	2	2	6	0	6	3	4	8	7	3	1	0
TOMM20L	17	11	20	5	23	11	15	29	6	11	8	28
TIMM9	578	549	499	510	525	293	693	510	534	460	470	531
KIAA0586	419	410	444	341	441	261	520	422	256	397	382	486
DACT1	0	4	1	3	1	5	1	1	4	0	2	7
LOC102723725	0	0	0	0	0	0	0	0	0	0	0	0
LINC01500	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903325	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984692	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984642	0	0	0	0	0	0	0	0	0	0	0	0
DAAM1	1061	991	1085	923	1083	631	1278	1064	571	995	986	1127
GPR135	29	24	22	34	13	15	37	24	30	27	29	28
L3HYPDH	217	248	267	173	183	160	267	245	225	185	154	207
JKAMP	725	785	703	616	730	515	937	714	722	677	659	777
LOC124903326	13	6	16	20	24	14	9	21	5	18	12	4
CCDC175	4	40	23	7	8	6	26	28	18	5	14	3
RTN1	5	0	4	1	0	2	8	6	0	2	3	0
MIR5586	0	0	0	0	0	0	0	0	0	0	0	0
LRRC9	56	61	53	42	52	61	62	48	23	53	44	52
PCNX4-DT	2	0	1	4	1	0	0	0	3	12	1	7
PCNX4	673	708	716	496	699	426	833	709	490	589	611	680
DHRS7	1612	1645	1623	1441	1649	1076	2033	1799	1525	1419	1632	1526
LOC101927702	0	0	0	0	0	0	3	0	0	0	2	0
PPM1A	1309	1441	1366	1219	1380	926	1719	1426	1137	1260	1352	1354
LINC02322	0	0	0	0	0	0	0	0	0	0	0	0
C14orf39	0	0	0	0	0	0	2	0	0	0	0	0
SIX6	0	0	0	0	0	0	0	0	0	0	0	0
SALRNA1	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	8	6	3	0	6	0	1	15	4	1	0	6
MIR9718	0	0	0	0	0	0	0	0	0	0	0	0
SIX4	118	110	122	71	76	75	174	127	68	86	106	163
MNAT1	343	307	307	262	301	194	429	324	339	288	253	325
TRMT5	516	486	536	402	521	334	641	485	454	416	439	591
SLC38A6	174	254	239	213	258	145	295	255	327	237	220	188
LOC101927756	2	3	2	6	10	5	2	3	3	4	0	6
PRKCH	164	164	130	166	170	98	189	179	161	142	142	174
TMEM30B	3023	2872	3017	2656	2983	1837	3231	2766	1993	2841	2707	2937
PRKCH-AS1	28	24	27	16	15	10	19	16	32	11	7	18
LOC105370525	5	4	3	0	6	2	0	1	0	0	2	6
LINC01303	4	0	3	4	0	3	1	4	0	5	0	0
LINC03033	0	2	3	1	1	2	9	3	0	0	1	0
HIF1A-AS1	3	0	0	0	0	0	0	0	0	4	2	0
HIF1A	1346	1434	1402	1140	1484	986	1745	1301	605	1329	1079	1279
HIF1A-AS3	32	18	17	21	33	11	58	27	10	30	31	31
HIF1A-AS2	1	8	1	2	4	3	9	3	7	4	3	0
SNAPC1	99	95	106	93	106	70	119	121	91	111	72	124
SYT16	15	8	3	3	7	8	5	17	0	12	13	0
LINC00643	2	0	1	4	0	1	0	3	2	7	1	0
LINC00644	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370529	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370528	0	0	0	0	0	0	0	0	0	0	0	0
KCNH5	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370531	0	1	1	0	0	0	1	0	0	0	1	1
LOC105370530	0	0	0	0	0	0	0	0	0	0	0	0
RHOJ	0	0	0	0	0	3	0	0	0	0	0	1
GPHB5	1	0	0	0	0	0	0	0	0	0	0	0
PPP2R5E	1243	1315	1289	1112	1271	786	1602	1334	1020	1220	1119	1154
LOC124903414	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268140	5	3	0	0	8	0	1	7	5	0	1	0
WDR89	322	332	328	290	399	194	470	462	307	255	281	365
LOC105370532	18	25	17	8	17	11	37	20	53	31	21	38
SGPP1	0	0	2	0	0	0	0	0	0	0	0	0
LOC124903327	0	0	0	0	0	0	0	0	0	0	0	0
SYNE2	1762	1678	1744	1426	1673	1027	1735	1500	1008	1716	1486	1773
MIR548H1	0	2	0	0	0	0	1	0	0	0	1	0
ESR2	17	22	16	7	9	13	21	18	22	46	9	20
LOC124903328	0	0	5	0	0	0	0	0	0	0	0	0
TEX21P	0	1	2	1	2	0	0	0	1	0	1	0
MTHFD1	1357	1366	1388	1081	1321	726	1842	1253	1080	1078	977	1426
ZBTB25	384	425	407	320	414	264	506	428	401	407	364	348
AKAP5	420	420	416	335	373	265	499	390	273	393	336	321
ZBTB1	958	1122	943	810	969	642	1221	1043	879	828	833	931
HSPA2-AS1	16	10	18	10	10	10	14	3	10	17	6	10
HSPA2	89	104	108	86	80	46	94	77	118	61	71	71
PPP1R36	55	63	45	49	65	45	63	58	56	37	53	46
PLEKHG3	2562	2813	2871	2520	2479	1498	2977	2759	2143	2695	2671	2720
SPTB	2	7	13	12	4	7	10	10	2	11	10	16
MIR7855	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370534	0	0	0	0	0	0	0	0	0	0	0	0
CHURC1-FNTB	0	0	0	0	0	0	0	0	0	0	0	0
CHURC1	1014	994	954	872	1035	652	1111	1039	815	819	852	1046
GPX2	321	370	386	269	300	201	492	471	508	294	393	395
RAB15	1456	1743	1737	1409	1489	990	1954	1841	1435	1704	1593	1866
LOC107984655	2	10	6	5	0	4	13	5	3	14	5	5
FNTB	0	0	0	0	0	0	0	0	0	0	0	0
MAX	1634	1740	1757	1435	1523	986	1960	1643	1696	1619	1570	1750
MIR4706	0	2	0	0	0	0	1	0	0	0	0	0
LOC100506321	10	7	6	1	4	6	4	10	5	4	9	11
LOC124903329	0	0	0	0	0	0	0	0	0	0	2	0
LINC02324	5	3	1	0	3	2	2	0	1	1	5	0
MIR4708	0	0	0	0	0	0	0	0	0	0	0	0
FUT8	1485	1498	1582	1249	1451	981	1915	1781	1218	1424	1366	1516
FUT8-AS1	28	32	14	29	22	16	32	33	8	15	29	25
MIR625	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984641	2	0	1	0	2	0	0	0	0	0	0	0
LINC02290	0	0	2	0	0	0	0	0	0	0	0	0
CCDC196	1	0	0	0	0	0	1	0	0	0	0	0
GPHN	331	309	262	206	373	151	365	331	277	260	275	354
LOC124903332	6	2	3	1	4	7	8	13	6	3	5	0
LOC105370538	0	0	0	0	0	0	0	1	0	0	0	0
GARIN2	0	0	0	0	0	0	2	0	0	0	0	0
LOC124903330	6	4	11	7	5	2	6	5	11	10	13	3
PALS1	2201	2167	2159	1913	2184	1429	2555	2117	1439	2201	1889	2064
ATP6V1D	1104	1095	1075	1038	1116	699	1354	1036	1061	1092	977	1160
EIF2S1	1767	1793	1842	1566	1824	1127	2288	1972	1754	1725	1545	1891
PLEK2	564	586	621	507	587	371	701	708	551	629	573	590
MIR5694	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370542	7	9	7	11	4	6	10	7	7	3	8	13
TMEM229B	23	18	24	26	14	11	33	21	11	25	42	6
PLEKHH1	1995	2339	2122	1647	1838	1213	2456	1990	1567	1859	1833	1955
PIGH	484	524	496	409	521	290	632	588	506	577	476	503
ARG2	44	56	28	62	45	30	94	57	54	53	48	56
LOC124903331	9	4	10	6	3	0	6	3	22	5	9	1
VTI1B	1345	1411	1278	1276	1399	870	1489	1333	1161	1242	1278	1314
RDH11	4543	5012	4823	4242	4986	3076	5967	4973	4228	4395	4531	4682
RDH12	19	8	9	8	21	3	7	17	19	1	10	21
ZFYVE26	1214	1394	1408	1112	1386	737	1505	1304	743	1516	1285	1318
RAD51B	127	145	152	109	130	111	244	173	144	135	142	202
LOC105370546	2	6	0	1	0	1	4	4	9	0	4	5
LOC101927971	0	5	1	1	0	2	5	0	0	3	0	0
LOC124903334	22	8	16	23	21	12	17	8	7	28	21	20
LOC124903335	7	2	2	9	5	3	2	6	3	18	3	1
LOC107984016	5	7	22	8	10	1	17	7	23	1	5	4
LOC100996664	19	12	10	8	8	4	5	7	16	4	23	20
LOC124903333	5	1	6	6	5	2	3	4	2	16	4	7
LOC105370547	2	3	3	0	6	3	5	2	9	5	5	1
LOC107984709	0	2	2	4	0	1	0	0	4	4	3	0
ZFP36L1	2610	2937	2922	2506	2829	1800	3510	3191	2273	2800	2790	2778
ACTN1	4330	4498	4498	3899	4258	2690	5040	4629	3706	4294	4365	4808
LOC124903336	7	2	5	1	0	0	3	1	11	9	7	4
ACTN1-DT	1	2	1	0	0	2	1	0	0	0	3	3
DCAF5	2043	2304	2454	1842	1926	1284	2416	2219	1576	1972	1842	1980
GALNT16-AS1	10	3	16	5	12	4	12	7	10	3	5	15
EXD2	568	656	754	559	665	445	791	787	481	642	604	638
GALNT16	215	255	287	253	251	178	283	229	275	286	231	264
LOC105370549	0	0	1	0	0	0	0	0	0	0	1	0
ERH	2368	2339	2244	1950	2340	1461	2995	2411	2670	2102	2186	2471
SLC39A9	2933	3120	2991	2949	3037	1901	3701	3043	2221	2892	2823	2885
PLEKHD1	3	5	8	1	3	1	4	4	3	4	0	12
CCDC177	3	2	5	5	3	1	0	4	0	3	0	0
SUSD6	2459	2779	2701	2298	2456	1703	2998	2573	1921	2444	2595	2795
LOC100289511	25	40	28	19	22	13	33	24	21	54	40	45
SRSF5	8226	9533	9181	7311	8868	5662	10434	8559	9789	7628	7658	8928
SLC10A1	76	67	99	110	77	62	101	106	60	79	91	82
LOC124900353	0	0	0	0	0	0	1	0	0	0	0	0
LOC100506358	284	271	244	196	210	152	298	197	300	237	195	308
SMOC1	36	35	47	17	23	12	36	30	42	38	14	47
SNORD169	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A3	0	0	0	0	2	0	0	0	0	0	0	0
LOC646548	0	0	0	0	2	0	0	0	0	0	0	0
LOC107984686	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903338	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	0	0	0	0	0	2	0	0	0	0	0
LOC101928046	13	4	12	4	11	9	10	17	11	6	11	0
LOC105370552	0	0	0	2	0	2	1	0	0	0	0	0
SYNJ2BP-COX16	0	0	0	0	0	0	0	0	0	0	0	0
COX16	32	34	24	24	44	21	44	15	59	56	28	51
LOC124903340	15	19	12	16	16	7	13	2	12	22	14	32
SYNJ2BP	2007	2142	2073	1765	1918	1343	2490	2036	1691	1834	1705	1929
LOC124903339	4	0	6	0	5	1	0	3	2	0	0	0
ADAM21	3	1	4	2	0	0	6	4	4	2	1	2
ADAM20P1	10	8	3	7	8	3	2	8	25	12	7	9
ADAM20	50	77	69	60	45	49	63	42	90	52	59	67
LOC105370556	0	0	0	0	0	0	0	0	0	0	0	0
MED6	747	796	769	674	779	448	890	743	751	676	629	759
TTC9-DT	0	0	1	0	0	0	2	0	0	0	3	0
TTC9	127	131	125	123	117	81	128	151	85	166	170	132
LINC01269	0	0	0	2	2	1	9	2	0	7	3	4
MAP3K9	1214	1283	1311	1137	1155	742	1392	1261	748	1374	1348	1375
MAP3K9-DT	72	77	78	77	74	54	92	86	108	83	73	77
LOC124903341	13	5	6	10	9	11	8	6	15	7	13	16
PCNX1	1527	1490	1566	1369	1509	974	1734	1506	950	1481	1392	1581
LOC105370557	0	2	0	1	0	0	0	4	5	4	2	0
LOC105370706	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984654	0	0	0	0	0	0	0	0	0	0	0	0
SIPA1L1-AS1	4	3	8	4	3	1	9	10	15	6	9	0
SIPA1L1	2635	2967	3195	2332	2686	1811	3458	2950	1967	3011	2847	2775
SNORD56B	0	0	0	0	0	0	0	1	4	0	1	0
LOC145474	1	0	0	3	2	0	0	4	2	0	0	0
LOC124903342	6	4	4	3	1	1	1	8	6	0	4	0
RGS6	0	0	0	0	0	1	0	0	0	0	0	0
LOC124903404	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903343	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370559	0	0	0	0	1	0	0	0	0	1	0	0
MIR7843	0	0	0	0	0	0	0	0	0	0	0	0
DPF3	9	14	23	23	15	15	26	17	18	24	12	24
LOC107984711	0	1	0	0	2	3	0	0	0	0	0	0
DCAF4	327	377	398	309	348	236	387	351	377	270	341	304
TRC-GCA8-1	1	0	0	0	0	0	1	0	0	1	4	0
ZFYVE1	724	828	746	722	765	412	965	823	650	694	712	828
RBM25-AS1	5	9	7	11	9	4	7	22	4	16	15	10
RBM25	2999	3734	3678	2467	2460	1859	3389	3014	2638	2685	2194	2771
PSEN1	4453	4681	4538	3979	4583	2965	5464	4592	3674	4302	4369	4250
PAPLN	633	657	824	510	659	382	756	651	661	622	597	507
PAPLN-AS1	4	1	8	0	0	1	1	3	0	0	0	0
NUMB	2457	2756	2712	2201	2598	1650	3296	2625	2099	2628	2451	2729
LOC101928143	15	16	26	10	15	10	27	21	8	21	20	35
HEATR4	18	34	36	38	31	17	25	28	21	21	29	31
ACOT1	642	672	723	519	581	367	693	688	637	598	589	567
RIOX1	0	0	0	0	0	0	0	3	0	0	1	0
LOC124903344	0	1	1	2	2	1	0	0	3	2	0	0
ACOT2	1469	1624	1673	1409	1450	851	1831	1748	1414	1529	1458	1511
ACOT4	95	120	89	90	113	62	139	102	128	73	105	111
ACOT6	1	0	1	3	1	2	5	0	6	6	1	5
DNAL1	206	214	209	148	194	108	194	224	119	159	147	170
PNMA1	1322	1416	1424	1175	1298	922	1669	1472	1086	1286	1354	1317
MIDEAS	1367	1571	1478	1191	1487	855	1581	1256	988	1389	1305	1373
LOC124903345	0	4	2	3	3	0	0	0	0	0	1	0
MIR4505	0	0	0	0	0	0	3	0	3	0	0	0
MIDEAS-AS1	52	42	52	68	45	34	59	35	50	30	48	42
LOC124903424	0	0	0	0	0	0	0	0	0	0	0	0
LINC02274	2	0	0	3	2	0	0	0	0	0	0	3
PTGR2	1049	1130	1102	960	1082	706	1364	946	1047	871	872	994
ZNF410	771	841	780	730	779	536	906	804	894	892	734	749
FAM161B	96	109	91	79	126	57	115	89	103	87	82	123
COQ6	103	80	85	67	75	48	91	91	115	95	78	102
ENTPD5	2172	2636	2616	2194	2579	1816	2789	2422	1534	2180	2345	2388
BBOF1	97	91	59	60	63	38	85	64	57	57	72	127
ALDH6A1	2509	2503	2837	2221	2659	1702	3203	2643	2315	2667	2294	2642
LIN52	276	309	298	213	260	195	337	288	305	239	233	323
LOC105370563	2	0	0	0	3	1	0	0	0	7	2	0
LOC105370564	0	0	0	0	0	0	0	0	2	0	0	0
VSX2	6	2	0	0	0	2	1	0	0	0	0	0
ABCD4	1423	1667	1684	1290	1335	928	1639	1479	1640	1410	1196	1503
VRTN	33	22	20	18	32	21	23	26	29	15	24	23
SYNDIG1L	44	38	60	34	42	50	55	50	41	51	41	52
NPC2	3961	4057	3855	3358	3976	2555	4924	3969	4588	3714	3762	4162
MIR4709	0	0	0	0	0	0	0	0	0	0	0	0
ISCA2	609	554	640	521	565	377	729	670	777	578	586	574
LTBP2	72	80	62	46	59	45	82	71	81	67	41	92
LOC124903347	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903346	1	0	0	0	1	0	0	0	0	0	0	0
LOC101928352	0	0	0	0	0	0	0	0	2	0	0	0
LOC105370567	28	41	43	13	27	13	35	22	47	20	19	39
AREL1	1382	1464	1548	1160	1332	819	1731	1396	972	1303	1181	1312
FCF1	922	914	853	663	810	550	1057	846	841	776	754	1012
YLPM1	1645	1848	1821	1404	1816	985	2061	1768	1278	1682	1777	1795
LOC105370569	10	12	7	9	6	4	16	4	22	10	8	17
PROX2	29	38	25	13	13	8	30	14	24	27	24	12
LOC124903348	21	20	18	7	7	5	7	15	40	7	11	2
DLST	3713	3705	3820	3316	3456	2242	4337	3535	3386	3387	3288	3635
RPS6KL1	167	172	188	149	105	74	210	157	160	134	148	153
PGF	436	384	368	267	406	220	398	378	468	357	351	439
LOC107984690	52	65	55	9	29	20	47	32	37	22	26	28
EIF2B2	802	726	772	595	738	478	844	770	692	777	735	711
MLH3	679	679	617	557	574	407	694	519	477	541	558	562
ACYP1	125	120	105	63	102	78	156	89	137	91	103	145
ZC2HC1C	27	44	31	32	19	35	54	40	45	31	43	16
NEK9	1850	1981	2085	1684	1817	1244	2202	1938	1411	1964	1684	1862
TMED10	7197	7342	7001	6328	7412	4558	8816	7329	5885	6413	5855	6663
FOS	998	954	903	830	819	578	2702	2150	2188	2122	2243	2676
LINC01220	10	14	5	3	6	2	10	10	11	0	16	4
JDP2-AS1	16	21	17	14	25	16	24	18	28	18	20	12
JDP2	646	572	587	544	510	347	639	642	502	510	625	742
LOC105370572	0	0	1	0	0	0	0	0	0	0	0	0
BATF	37	42	32	22	30	19	32	36	49	30	40	29
LOC107984653	0	0	0	0	0	1	3	0	0	0	0	0
FLVCR2-AS1	3	13	8	2	9	7	11	9	13	13	10	6
FLVCR2	408	490	454	390	376	317	531	409	388	388	416	457
ERG28	2200	2095	2252	2119	2116	1474	2652	2322	2648	1970	1928	2549
TTLL5	628	574	571	528	516	366	780	692	544	525	530	563
TGFB3	89	89	85	55	83	40	118	105	102	60	55	63
IFT43	305	328	247	214	261	148	316	291	298	203	238	283
LOC105370573	18	5	9	0	7	3	4	0	3	17	6	0
GPATCH2L	1175	1171	1215	950	1120	746	1461	1107	790	1132	1006	1279
LOC105370575	0	0	0	0	0	0	0	0	0	0	0	0
ESRRB	0	5	0	0	0	0	8	0	4	0	2	0
LOC105370576	0	0	0	0	0	0	0	0	0	0	1	0
LOC105370577	0	0	0	0	0	0	0	0	0	0	0	0
VASH1	8	25	14	22	12	6	14	18	9	1	5	30
VASH1-AS1	6	1	2	2	2	1	4	0	0	0	1	7
ANGEL1	779	800	863	730	796	521	1025	869	711	881	812	803
LRRC74A	1	0	0	0	0	1	0	0	0	0	0	0
LOC124903349	0	0	0	0	0	0	0	0	0	0	0	0
LINC01629	1	3	0	2	0	1	0	0	2	0	4	0
IRF2BPL	1784	1687	1774	1510	1652	930	1975	1801	1369	1812	1781	1950
LOC105370579	12	42	27	12	13	21	16	37	38	12	26	22
LINC02288	1	2	3	0	0	0	2	0	0	0	1	0
LINC02289	0	3	0	0	0	0	0	0	0	0	0	0
LOC124903350	3	5	5	2	4	3	1	4	5	0	1	6
CIPC	437	492	447	323	420	302	574	433	330	430	392	510
ZDHHC22	0	0	1	2	1	0	0	3	0	2	0	0
TMEM63C	598	766	690	705	663	412	740	610	791	609	621	654
LOC124903351	0	2	0	5	0	0	2	8	0	0	0	2
NGB	0	0	0	0	0	0	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0	0	0	0	0
POMT2	302	353	336	268	298	240	404	348	410	300	253	311
GSTZ1	770	720	691	628	597	428	842	674	746	641	595	630
TMED8	618	576	584	529	542	390	742	576	370	571	475	533
SAMD15	3	4	11	6	4	12	5	5	3	7	4	3
NOXRED1	34	68	42	54	53	26	57	50	66	53	31	40
VIPAS39	589	753	724	548	656	509	806	712	551	680	697	715
AHSA1	1580	1591	1539	1329	1508	991	2001	1537	1987	1478	1510	1756
ISM2	613	566	665	573	604	392	711	666	582	599	602	659
SPTLC2	2035	2331	2205	2015	2327	1497	2696	2271	1633	2065	2054	2221
ALKBH1	308	365	326	245	307	188	384	312	298	303	239	333
SLIRP	1098	1130	1022	886	1035	599	1188	1021	1475	1054	839	1207
SNW1	1603	1719	1775	1429	1620	1140	2096	1787	1591	1448	1482	1752
C14orf178	1	0	8	1	5	3	1	2	0	5	4	1
ADCK1	212	210	178	171	200	133	237	209	244	224	158	260
LOC105370581	0	0	0	0	0	0	0	0	0	0	0	0
NRXN3	72	90	62	58	61	24	77	103	68	38	36	53
LOC105370589	0	0	0	1	0	0	0	0	0	0	0	0
LOC124903353	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370588	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903352	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370586	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903354	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370583	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370582	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984630	2	0	0	0	0	0	1	0	0	0	0	0
LOC112267892	0	1	0	0	0	0	0	0	0	0	0	0
LOC105370590	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370591	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370593	0	0	0	0	0	0	0	0	0	3	1	0
DIO2	1	2	2	5	8	2	2	0	0	7	1	5
DIO2-AS1	1	0	0	0	0	0	0	0	0	0	0	0
CEP128	97	97	87	67	70	64	135	127	96	88	67	64
TSHR	1	1	0	0	3	1	0	0	2	0	0	0
LOC101928462	8	21	14	7	8	6	2	20	8	6	12	10
LOC105370594	9	4	9	6	11	13	19	17	1	3	17	11
GTF2A1	1108	1193	1004	1048	1125	702	1394	1152	677	940	958	1174
SNORA79	0	0	1	0	0	0	0	0	0	5	2	0
GTF2A1-AS1	16	28	16	32	29	15	23	16	32	35	37	18
STON2	548	623	524	469	642	353	589	587	480	578	535	614
LINC02308	0	0	0	0	0	1	0	1	0	0	0	0
SEL1L	4736	4961	4826	4541	4996	3285	5879	4863	2555	4773	4472	4641
LINC01467	0	0	0	0	1	0	0	1	0	0	0	0
LINC02311	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984704	0	0	0	0	0	0	2	2	0	0	0	0
LOC105370598	0	0	1	0	0	0	0	0	0	0	0	0
LOC105370599	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903428	0	0	0	0	0	0	0	0	0	0	0	0
LINC02301	0	0	0	0	0	2	0	0	0	0	0	0
LOC105370600	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984645	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370601	0	0	0	0	0	0	0	0	0	0	0	0
LINC02305	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903401	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903402	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370603	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370604	0	0	0	0	0	0	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02329	0	0	0	0	0	0	0	0	0	0	0	0
LINC00911	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	0	1	3	0	0	1	6	0	0	6	0	0
LINC02328	0	1	1	0	0	0	2	4	0	0	0	0
LINC02316	0	0	0	0	0	0	0	0	0	0	0	0
LINC02309	0	0	0	0	0	0	0	0	0	0	0	0
LINC01148	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370608	0	0	0	0	0	0	0	0	0	0	0	0
LINC02296	0	0	0	0	0	0	1	0	0	0	0	0
LINC02330	0	0	0	0	0	0	0	0	0	0	0	0
GALC	1643	1735	1634	1531	1621	1064	2085	1804	1106	1412	1343	1485
LOC124903355	0	2	0	0	0	2	1	0	12	0	0	0
GPR65	1	1	0	0	0	0	1	0	0	2	0	0
LINC01147	1	0	0	0	1	0	0	0	0	0	1	0
HISLA	154	157	182	119	171	94	214	144	130	129	137	86
LOC107984699	0	0	4	1	6	2	0	0	3	0	0	1
LOC105370612	0	0	0	0	0	0	0	0	0	0	0	0
KCNK10	59	81	62	58	68	33	101	96	60	65	54	69
SPATA7	262	224	228	229	220	131	288	191	264	173	189	223
PTPN21	901	852	823	758	894	527	979	855	517	852	778	705
LOC105370614	1	1	2	5	0	3	4	10	0	4	2	6
LOC124903405	0	0	0	0	0	0	0	1	0	0	0	6
ZC3H14	1527	1628	1672	1376	1672	1047	2048	1600	1146	1477	1452	1584
EML5	1	1	1	2	0	3	1	0	0	0	1	0
TTC8	182	186	159	174	211	108	217	177	169	165	107	206
TRA-AGC15-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903356	17	18	6	14	9	10	16	20	14	15	14	19
LOC105370615	4	7	8	5	6	4	11	8	0	0	4	10
